;;1024 tuiles;256 tuiles;64 tuiles;16 tuiles;4 tuiles;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,502303362;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,505796432;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,5262537;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,565366507;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,585989237;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,624078751;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,699113131;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,749325514;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,835916519;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,911628008;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,061266899;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,82291007;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,858166218;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,667248487;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;131,7402673;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,5964825;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,0370936;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,7326319;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;294,3779798;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;298,0138764;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,8090827;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,1519654;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,3392007;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;282,7432437;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;297,1150711;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;201,2700331;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;14,29025197;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,910656214;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,585238218;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,519043207;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,504273176;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,46844101;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,541151762;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,60226059;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,587358236;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,608152866;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,658972025;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,655181646;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,757201195;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,379690409;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;10,88960361;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;2,727742672;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;23,14376736;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;2,019930124;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,075674295;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;18,94760156;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;281,5656548;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,8857653;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,7922273;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,721833;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,6501975;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;293,8570125;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;278,5709355;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,5917575;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;295,2722304;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;296,8411729;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,3438675;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;294,8221724;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;75,64587545;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,881975412;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,581490517;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,531644821;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,514057159;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,509269714;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,573413134;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,577903271;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,599189043;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,650409698;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,6664958;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,724259615;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,857479811;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,474528551;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;122,6258769;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;227,7182543;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;270,8244755;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;215,4516497;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;39,57459378;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;104,6805744;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,0918546;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,06336;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,9316893;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,3335626;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,1362121;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,3535123;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,7934833;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,2854435;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;293,4598405;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;296,9450846;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;282,5500836;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;279,9289026;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;70,81665182;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,724559784;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,578830481;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,537793398;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,512957811;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,569936991;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,571618557;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,598912239;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,668903351;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,703140259;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,769445419;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,159857035;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,316653967;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;34,26374912;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;275,3318019;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;289,9892011;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,6964152;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,0420036;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;253,3285906;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;182,920311;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,7568915;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,7517338;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,7615755;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,3776116;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,0565672;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,9216936;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,1978588;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,6235182;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;292,7876406;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;278,6938655;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;275,8431575;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;268,423593;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;25,57817531;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,679146528;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,568357944;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,542867661;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,51059413;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,754298925;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,832820177;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;10,05428576;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,940329075;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,580926895;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,834880352;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;4,543906689;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;136,9208643;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;186,4226279;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;271,7165179;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;276,2145488;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;288,3317204;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;293,5184121;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;297,6261363;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;266,6845019;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;285,2644782;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;288,310307;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;290,5327139;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;293,1335058;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;295,8036101;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;297,7782314;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,9282284;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;298,7905111;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;278,3595226;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;274,6658726;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;273,2633162;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;134,1820984;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,830636263;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,64056921;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,559121609;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,543391705;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,488745451;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,770356178;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,832003832;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;10,06976438;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,960323095;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,557251215;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,826925516;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;4,590858221;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;136,9292483;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;186,3490372;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;271,7997525;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;275,9788184;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;288,359417;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;294,3141346;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;297,4461384;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;267,4808648;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;285,6872311;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;288,6720276;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;290,5818448;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;293,2332222;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;295,3567867;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;298,2008915;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,6122687;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,0280108;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;278,59601;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;275,4931819;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;278,8396795;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;134,3945351;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,847603321;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,628417015;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,546866894;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,540756226;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,486157894;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,555070877;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,575695992;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,584352016;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,680410147;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,698108673;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,754287958;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,161852598;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,26886797;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;34,74866104;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;276,1591442;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;288,7351499;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;298,5874639;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,6905746;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;251,8598597;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;181,730458;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,4157116;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,163101;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,8471725;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,6136205;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,2363362;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,3674622;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;295,503382;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,8030796;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;291,1435244;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;275,91328;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;274,2934804;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;275,910748;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;26,04313087;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,672660112;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,562935829;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,564411879;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,522459984;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,52198267;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,607344866;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,579791307;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,613663912;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,711242437;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,659555197;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,73205781;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,855493784;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,423049212;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;123,2852445;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;228,8297694;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;272,6379538;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;217,0225327;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;40,04061937;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;105,0029013;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,4162049;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,5314243;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,6562428;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,2808449;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,6990499;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,0180645;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,1930623;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,4001546;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;294,4807622;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,1422808;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;284,5030696;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
